FIPS_code,State,grpName,Lit_P1,Lit_P1_CI_L,Lit_P1_CI_U,Lit_P1_CV,Lit_P1_CI_L_indicator,Lit_P1_CV_indicator,Lit_P2,Lit_P2_CI_L,Lit_P2_CI_U,Lit_P2_CV,Lit_P2_CI_L_indicator,Lit_P2_CV_indicator,Lit_P3,Lit_P3_CI_L,Lit_P3_CI_U,Lit_P3_CV,Lit_P3_CV_indicator,Lit_A,Lit_A_CI_L,Lit_A_CI_U,Lit_A_CV,Num_P1,Num_P1_CI_L,Num_P1_CI_U,Num_P1_CV,Num_P1_CV_indicator,Num_P2,Num_P2_CI_L,Num_P2_CI_U,Num_P2_CV,Num_P2_CI_L_indicator,Num_P2_CV_indicator,Num_P3,Num_P3_CI_L,Num_P3_CI_U,Num_P3_CV,Num_P3_CI_L_indicator,Num_P3_CV_indicator,Num_A,Num_A_CI_L,Num_A_CI_U,Num_A_CV,POP,POP_DOMAIN,Male,Female,White,Black,Hispanic,Asian,AIAN,NHPI,Other_race,Less_HS,HS,More_HS,Eng_not_well,FB_after2010,FB_1990_2009,FB_before1990,FB,Poverty_100,Poverty_150,SNAP,Employed,Unemployed,Not_in_labor,OCC_Manage,OCC_Service,OCC_Sales,OCC_Natural,OCC_Military,OCC_Prod,No_Insurance
19,Iowa,55_64,0.175,0.109,0.252,0.206,NA,NA,0.405,0.295,0.507,0.135,NA,NA,0.42,0.337,0.504,0.101,NA,264.8,253.8,275.8,0.021,0.231,0.137,0.329,0.207,NA,0.442,0.3,0.583,0.161,NA,NA,0.327,0.218,0.435,0.164,NA,NA,255,242.9,267.8,0.025,NA,410630,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,0.583,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,0.047
20,Kansas,55_64,0.178,0.125,0.241,0.164,NA,NA,0.325,0.224,0.416,0.149,NA,NA,0.497,0.426,0.582,0.081,NA,270.4,260.2,281.2,0.02,0.257,0.184,0.339,0.156,NA,0.339,0.207,0.456,0.188,NA,NA,0.404,0.307,0.514,0.128,NA,NA,258.5,245.8,271,0.025,NA,367210,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,0.639,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,0.085
21,Kentucky,55_64,0.236,0.167,0.314,0.162,NA,NA,0.427,0.311,0.539,0.137,NA,NA,0.337,0.252,0.431,0.137,NA,256.5,246.8,266.2,0.02,0.354,0.267,0.448,0.13,NA,0.394,0.252,0.521,0.172,NA,NA,0.253,0.156,0.363,0.207,NA,NA,244.3,233,255.8,0.024,NA,584275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,NA,0.486,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,0.063
22,Louisiana,55_64,0.272,0.198,0.357,0.149,NA,NA,0.413,0.292,0.523,0.143,NA,NA,0.315,0.229,0.407,0.142,NA,249.8,239,261.3,0.023,0.432,0.327,0.546,0.129,NA,0.342,0.191,0.478,0.213,NA,NA,0.226,0.138,0.339,0.221,NA,NA,233.1,220,246.5,0.029,NA,593460,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0.484,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,0.108,NA,NA,NA,NA,0.116
23,Maine,55_64,0.17,0.109,0.242,0.199,NA,NA,0.406,0.305,0.498,0.12,NA,NA,0.425,0.353,0.502,0.089,NA,266.5,256.4,277.5,0.02,0.271,0.197,0.353,0.146,NA,0.397,0.289,0.505,0.139,NA,NA,0.332,0.246,0.417,0.128,NA,NA,253.4,241.9,264.6,0.023,NA,207795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,0.6,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,0.086
24,Maryland,55_64,0.221,0.155,0.302,0.168,NA,NA,0.345,0.241,0.446,0.15,NA,NA,0.434,0.352,0.508,0.09,NA,262,250.9,273,0.021,0.329,0.221,0.455,0.18,NA,0.323,0.171,0.462,0.225,NA,NA,0.348,0.257,0.438,0.128,NA,NA,248.9,236,261.3,0.026,NA,782415,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,0.648,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,0.059
25,Massachusetts,55_64,0.223,0.158,0.302,0.164,NA,NA,0.329,0.228,0.428,0.154,NA,NA,0.449,0.373,0.527,0.086,NA,262,250.7,273.4,0.022,0.321,0.225,0.44,0.166,NA,0.301,0.153,0.436,0.236,NA,NA,0.378,0.276,0.48,0.133,NA,NA,249.1,234.8,261.9,0.028,NA,901715,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,NA,0.647,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,0.117,NA,NA,NA,NA,0.025
26,Michigan,55_64,0.191,0.139,0.249,0.148,NA,NA,0.361,0.268,0.45,0.126,NA,NA,0.448,0.375,0.522,0.082,NA,267.2,258.3,276.5,0.017,0.289,0.218,0.37,0.132,NA,0.351,0.233,0.462,0.169,NA,NA,0.36,0.271,0.455,0.128,NA,NA,254.1,243.2,264.5,0.022,NA,1377955,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,0.601,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,0.062
27,Minnesota,55_64,0.16,0.105,0.225,0.193,NA,NA,0.326,0.229,0.417,0.148,NA,NA,0.514,0.439,0.591,0.076,NA,273.1,264,282.6,0.017,0.215,0.14,0.296,0.18,NA,0.347,0.225,0.459,0.168,NA,NA,0.438,0.353,0.532,0.104,NA,NA,266.6,256.1,278.2,0.021,NA,725285,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,0.66,NA,NA,NA,NA,NA,0.072,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,0.044
28,Mississippi,55_64,0.301,0.212,0.402,0.162,NA,NA,0.359,0.211,0.497,0.203,NA,NA,0.34,0.234,0.456,0.166,NA,251.6,238.6,263.7,0.025,0.446,0.332,0.567,0.134,NA,0.289,0.122,0.45,0.292,NA,NA,0.264,0.147,0.398,0.239,NA,NA,237.5,222.1,252.4,0.032,NA,376400,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.512,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,NA,NA,0.102,NA,NA,NA,NA,0.127
29,Missouri,55_64,0.208,0.16,0.269,0.132,NA,NA,0.385,0.301,0.464,0.108,NA,NA,0.407,0.343,0.472,0.08,NA,262,253.2,270.2,0.016,0.297,0.221,0.368,0.126,NA,0.367,0.256,0.47,0.147,NA,NA,0.336,0.264,0.424,0.123,NA,NA,252.8,243.1,262.9,0.02,NA,802725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,0.568,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,0.091
30,Montana,55_64,0.156,0.093,0.232,0.228,NA,NA,0.38,0.257,0.496,0.16,NA,NA,0.464,0.364,0.57,0.114,NA,271.2,257.9,284.3,0.025,0.258,0.162,0.365,0.198,NA,0.351,0.186,0.505,0.226,NA,NA,0.39,0.272,0.523,0.16,NA,NA,258.5,243,274,0.03,NA,151335,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,0.645,NA,NA,NA,NA,NA,0.108,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,0.12
31,Nebraska,55_64,0.171,0.113,0.24,0.191,NA,NA,0.361,0.258,0.46,0.142,NA,NA,0.468,0.389,0.552,0.088,NA,268.3,257.3,279.3,0.021,0.242,0.158,0.341,0.192,NA,0.385,0.251,0.506,0.168,NA,NA,0.373,0.281,0.469,0.127,NA,NA,255.2,242.7,267.9,0.025,NA,237910,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.627,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,0.074
32,Nevada,55_64,0.282,0.172,0.41,0.218,NA,NA,0.382,0.175,0.571,0.261,NA,NA,0.336,0.185,0.503,0.241,NA,246.9,230.7,264,0.034,0.47,0.297,0.66,0.196,NA,0.283,0.057,0.502,0.402,NA,1,0.247,0.105,0.391,0.296,NA,NA,229.7,208.6,249.6,0.044,NA,353725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,NA,0.597,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,0.122
33,New Hampshire,55_64,0.137,0.078,0.21,0.247,NA,NA,0.368,0.256,0.474,0.151,NA,NA,0.495,0.406,0.587,0.093,NA,273.2,261.3,285.1,0.022,0.196,0.109,0.298,0.242,NA,0.387,0.25,0.521,0.18,NA,NA,0.417,0.316,0.526,0.131,NA,NA,265.8,252.4,280.1,0.026,NA,201940,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,0.653,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,0.073
34,New Jersey,55_64,0.236,0.172,0.311,0.151,NA,NA,0.348,0.248,0.443,0.143,NA,NA,0.416,0.343,0.488,0.089,NA,258,248.1,267.8,0.02,0.336,0.246,0.463,0.163,NA,0.358,0.211,0.484,0.188,NA,NA,0.306,0.218,0.385,0.136,NA,NA,242.6,229.3,254.1,0.026,NA,1175460,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,0.615,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,0.113,NA,NA,NA,NA,0.087
35,New Mexico,55_64,0.299,0.208,0.409,0.174,NA,NA,0.285,0.119,0.432,0.28,NA,NA,0.416,0.304,0.545,0.148,NA,254.1,240.1,268.5,0.029,0.415,0.305,0.538,0.145,NA,0.264,0.102,0.417,0.308,NA,1,0.321,0.214,0.441,0.182,NA,NA,238.2,223.4,252.8,0.031,NA,271725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,NA,0.607,NA,NA,NA,NA,NA,0.151,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,0.113
36,New York,55_64,0.283,0.216,0.354,0.126,NA,NA,0.347,0.235,0.452,0.158,NA,NA,0.37,0.289,0.455,0.116,NA,251.8,242.5,261.3,0.019,0.4,0.305,0.494,0.119,NA,0.28,0.161,0.398,0.216,NA,NA,0.32,0.247,0.399,0.122,NA,NA,242,231.7,253.1,0.023,NA,2538800,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,NA,0.584,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,NA,NA,0.144,NA,NA,NA,NA,0.064
37,North Carolina,55_64,0.233,0.18,0.292,0.122,NA,NA,0.338,0.249,0.428,0.134,NA,NA,0.429,0.357,0.5,0.084,NA,261.5,252.4,270.3,0.017,0.356,0.278,0.441,0.116,NA,0.327,0.216,0.431,0.165,NA,NA,0.317,0.245,0.393,0.116,NA,NA,244.8,234.2,254.8,0.021,NA,1271765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116,NA,0.604,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,0.107
38,North Dakota,55_64,0.178,0.109,0.263,0.227,NA,NA,0.38,0.268,0.49,0.15,NA,NA,0.441,0.355,0.528,0.097,NA,265,252.5,277.1,0.023,0.248,0.148,0.368,0.223,NA,0.391,0.236,0.54,0.194,NA,NA,0.361,0.256,0.467,0.146,NA,NA,255,240.5,269,0.028,NA,94145,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,NA,0.644,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,0.118,NA,NA,NA,NA,0.06
39,Ohio,55_64,0.199,0.139,0.265,0.163,NA,NA,0.413,0.314,0.51,0.121,NA,NA,0.388,0.315,0.467,0.1,NA,261.6,251.5,271.8,0.019,0.305,0.225,0.403,0.146,NA,0.412,0.281,0.54,0.16,NA,NA,0.283,0.181,0.377,0.176,NA,NA,247.2,234.6,259.4,0.025,NA,1589480,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,0.539,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,0.071
40,Oklahoma,55_64,0.208,0.153,0.273,0.147,NA,NA,0.37,0.269,0.466,0.134,NA,NA,0.422,0.345,0.506,0.097,NA,263.4,253.4,274.7,0.02,0.304,0.221,0.389,0.137,NA,0.364,0.235,0.489,0.179,NA,NA,0.332,0.239,0.44,0.156,NA,NA,251.5,239.2,264.9,0.026,NA,480860,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,NA,0.567,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,0.139
41,Oregon,55_64,0.178,0.111,0.261,0.212,NA,NA,0.267,0.118,0.4,0.268,NA,NA,0.554,0.438,0.678,0.109,NA,275.2,261.6,289.2,0.025,0.259,0.171,0.356,0.182,NA,0.279,0.132,0.428,0.271,NA,NA,0.461,0.341,0.585,0.132,NA,NA,263.2,249.1,277.1,0.027,NA,542175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA,0.684,NA,NA,NA,NA,NA,0.113,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,0.083
42,Pennsylvania,55_64,0.19,0.131,0.257,0.171,NA,NA,0.438,0.335,0.535,0.115,NA,NA,0.372,0.297,0.45,0.106,NA,261.1,252.8,269.7,0.016,0.291,0.208,0.381,0.151,NA,0.438,0.323,0.551,0.132,NA,NA,0.271,0.195,0.354,0.148,NA,NA,248,238.6,257.8,0.02,NA,1783425,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,NA,0.528,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,0.059
44,Rhode Island,55_64,0.241,0.176,0.32,0.149,NA,NA,0.364,0.267,0.449,0.127,NA,NA,0.395,0.336,0.46,0.08,NA,257.2,246.6,268.3,0.021,0.346,0.264,0.437,0.122,NA,0.333,0.222,0.435,0.157,NA,NA,0.321,0.249,0.393,0.112,NA,NA,245,233.9,255.9,0.022,NA,144635,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,NA,0.602,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,0.05
45,South Carolina,55_64,0.244,0.179,0.311,0.136,NA,NA,0.365,0.265,0.461,0.135,NA,NA,0.391,0.32,0.473,0.098,NA,258.9,249.1,270.4,0.021,0.359,0.259,0.448,0.132,NA,0.343,0.216,0.474,0.194,NA,NA,0.298,0.207,0.403,0.167,NA,NA,247.1,235.1,260.6,0.026,NA,643505,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,NA,0.565,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,0.104,NA,NA,NA,NA,0.112
46,South Dakota,55_64,0.156,0.099,0.227,0.21,NA,NA,0.386,0.274,0.491,0.142,NA,NA,0.458,0.368,0.551,0.101,NA,271.8,260,283.7,0.022,0.232,0.145,0.325,0.195,NA,0.425,0.29,0.565,0.164,NA,NA,0.344,0.227,0.456,0.162,NA,NA,258.3,244.2,271.9,0.027,NA,113175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,0.6,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,0.086
47,Tennessee,55_64,0.243,0.182,0.31,0.134,NA,NA,0.414,0.319,0.51,0.116,NA,NA,0.343,0.272,0.416,0.106,NA,253.9,244.4,262.9,0.018,0.35,0.259,0.441,0.13,NA,0.397,0.279,0.519,0.153,NA,NA,0.252,0.171,0.336,0.165,NA,NA,241,230.5,251.3,0.022,NA,853645,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,NA,0.528,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,0.104
48,Texas,55_64,0.292,0.227,0.365,0.121,NA,NA,0.322,0.218,0.425,0.164,NA,NA,0.386,0.308,0.469,0.107,NA,250.2,240.3,260.5,0.021,0.379,0.289,0.479,0.127,NA,0.321,0.202,0.436,0.185,NA,NA,0.299,0.227,0.375,0.124,NA,NA,237.5,226.2,248.6,0.024,NA,3036280,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,NA,0.575,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,0.155
49,Utah,55_64,0.165,0.094,0.257,0.255,NA,NA,0.291,0.147,0.434,0.248,NA,NA,0.544,0.421,0.667,0.114,NA,271.3,257.3,285.1,0.026,0.203,0.111,0.322,0.262,NA,0.35,0.179,0.518,0.245,NA,NA,0.446,0.307,0.58,0.155,NA,NA,263.4,245.8,279.7,0.032,NA,283290,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,0.688,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,NA,NA,0.087,NA,NA,NA,NA,0.092
50,Vermont,55_64,0.167,0.104,0.241,0.203,NA,NA,0.378,0.278,0.466,0.127,NA,NA,0.455,0.386,0.529,0.08,NA,269.2,259.1,279.9,0.02,0.255,0.179,0.337,0.156,NA,0.374,0.267,0.482,0.147,NA,NA,0.372,0.289,0.459,0.112,NA,NA,257.5,247,268.3,0.021,NA,96265,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,NA,0.633,NA,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,0.113,NA,NA,NA,NA,0.044
51,Virginia,55_64,0.236,0.175,0.306,0.141,NA,NA,0.336,0.241,0.433,0.143,NA,NA,0.428,0.352,0.497,0.085,NA,258.3,248.4,267.5,0.019,0.337,0.249,0.454,0.154,NA,0.344,0.21,0.472,0.194,NA,NA,0.319,0.228,0.398,0.137,NA,NA,246.9,234.8,257.6,0.024,NA,1061880,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,NA,0.636,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA,NA,NA,0.104,NA,NA,NA,NA,0.089
53,Washington,55_64,0.179,0.116,0.255,0.198,NA,NA,0.272,0.145,0.394,0.232,NA,NA,0.549,0.442,0.658,0.1,NA,271.8,259.3,284.6,0.024,0.245,0.154,0.348,0.202,NA,0.299,0.145,0.446,0.256,NA,NA,0.456,0.334,0.581,0.136,NA,NA,261.3,246.6,275.8,0.028,NA,929525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076,NA,0.695,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,0.104,NA,NA,NA,NA,0.07
54,West Virginia,55_64,0.228,0.141,0.33,0.208,NA,NA,0.473,0.328,0.611,0.153,NA,NA,0.299,0.194,0.409,0.186,NA,252.7,239.7,265.9,0.026,0.336,0.227,0.454,0.173,NA,0.474,0.305,0.637,0.179,NA,NA,0.19,0.068,0.317,0.332,NA,1,238.9,222.7,254.1,0.034,NA,268040,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,NA,0.438,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,0.071
55,Wisconsin,55_64,0.174,0.116,0.24,0.182,NA,NA,0.398,0.299,0.493,0.123,NA,NA,0.428,0.349,0.506,0.092,NA,265.9,255.7,276.3,0.02,0.248,0.163,0.34,0.18,NA,0.421,0.297,0.549,0.152,NA,NA,0.33,0.232,0.426,0.145,NA,NA,255.2,242.8,267.9,0.025,NA,793350,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,0.587,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,0.056
56,Wyoming,55_64,0.147,0.094,0.219,0.215,NA,NA,0.393,0.289,0.483,0.127,NA,NA,0.46,0.385,0.54,0.086,NA,269.9,259.2,281.2,0.02,0.241,0.166,0.327,0.168,NA,0.402,0.295,0.509,0.137,NA,NA,0.357,0.276,0.438,0.115,NA,NA,256.9,245.9,267.7,0.021,NA,80970,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,0.635,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.104,NA,NA,NA,NA,0.11
1,Alabama,65_74,0.434,0.329,0.554,0.131,NA,NA,0.376,0.232,0.51,0.186,NA,NA,0.19,0.109,0.277,0.225,NA,229.7,215.9,242.4,0.029,0.541,0.427,0.669,0.112,NA,0.312,0.153,0.452,0.242,NA,NA,0.147,0.059,0.247,0.322,NA,1,213.1,198.3,226.3,0.033,NA,448835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164,NA,0.502,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,0.006
2,Alaska,65_74,0.156,0.07,0.267,0.32,NA,1,0.342,0.174,0.494,0.238,NA,NA,0.502,0.373,0.637,0.134,NA,268.4,251.8,285.5,0.032,0.215,0.102,0.349,0.294,NA,0.397,0.216,0.571,0.231,NA,NA,0.388,0.258,0.525,0.178,NA,NA,259.1,242.3,275.9,0.033,NA,50640,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,0.672,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,0.072,NA,NA,NA,NA,0.018
4,Arizona,65_74,0.287,0.193,0.388,0.171,NA,NA,0.311,0.157,0.463,0.249,NA,NA,0.402,0.278,0.523,0.152,NA,249.5,234.8,264.9,0.031,0.331,0.228,0.448,0.169,NA,0.349,0.19,0.503,0.224,NA,NA,0.32,0.211,0.437,0.179,NA,NA,241.8,227.6,256.9,0.031,NA,644930,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,0.655,NA,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,0.011
5,Arkansas,65_74,0.409,0.305,0.527,0.137,NA,NA,0.389,0.244,0.516,0.18,NA,NA,0.202,0.132,0.304,0.215,NA,235.4,222.2,251,0.03,0.507,0.399,0.623,0.112,NA,0.327,0.169,0.463,0.226,NA,NA,0.166,0.087,0.286,0.305,NA,1,219.4,205.3,235.8,0.034,NA,277145,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165,NA,0.481,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,0.005
6,California,65_74,0.374,0.29,0.462,0.119,NA,NA,0.244,0.119,0.369,0.259,NA,NA,0.381,0.292,0.476,0.123,NA,243.4,230,256.5,0.028,0.379,0.283,0.488,0.137,NA,0.243,0.105,0.368,0.278,NA,NA,0.378,0.294,0.47,0.12,NA,NA,240.3,228,253,0.026,NA,2946810,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,NA,0.635,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,0.017
8,Colorado,65_74,0.217,0.124,0.319,0.233,NA,NA,0.312,0.149,0.469,0.262,NA,NA,0.471,0.342,0.6,0.136,NA,259.5,243.8,275.6,0.031,0.284,0.159,0.424,0.238,NA,0.345,0.159,0.516,0.26,NA,NA,0.371,0.253,0.499,0.166,NA,NA,250.9,236,265.9,0.03,NA,432280,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,NA,0.708,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,0.009
9,Connecticut,65_74,0.256,0.163,0.355,0.189,NA,NA,0.374,0.245,0.498,0.172,NA,NA,0.371,0.28,0.462,0.123,NA,257.7,244.7,272.8,0.027,0.41,0.29,0.541,0.157,NA,0.312,0.152,0.46,0.252,NA,NA,0.278,0.178,0.382,0.181,NA,NA,241.4,227.7,256.1,0.03,NA,318515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116,NA,0.591,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,0.009
10,Delaware,65_74,0.254,0.169,0.348,0.182,NA,NA,0.428,0.292,0.553,0.156,NA,NA,0.317,0.222,0.425,0.161,NA,253.7,238.5,269.7,0.031,0.44,0.319,0.567,0.145,NA,0.376,0.215,0.527,0.21,NA,NA,0.184,0.096,0.292,0.266,NA,NA,232.7,217.2,248.5,0.034,NA,95605,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.564,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,0.009
11,District of Columbia,65_74,0.519,0.311,0.77,0.229,NA,NA,0.145,0,0.399,0.938,2,2,0.336,0.202,0.485,0.216,NA,233.3,212.2,256,0.048,0.461,0.253,0.711,0.251,NA,0.138,0,0.4,1.008,2,2,0.401,0.241,0.571,0.21,NA,NA,235.6,213,259.4,0.05,NA,45580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,NA,0.65,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,0.007
12,Florida,65_74,0.326,0.244,0.412,0.131,NA,NA,0.36,0.244,0.476,0.165,NA,NA,0.313,0.233,0.396,0.132,NA,244.1,232.4,256.6,0.025,0.424,0.332,0.517,0.114,NA,0.348,0.229,0.463,0.172,NA,NA,0.228,0.155,0.301,0.161,NA,NA,230.2,219.2,242.3,0.026,NA,2169520,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,0.588,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,0.018
13,Georgia,65_74,0.384,0.3,0.477,0.116,NA,NA,0.382,0.268,0.488,0.149,NA,NA,0.234,0.169,0.312,0.156,NA,237.2,224.8,249.1,0.026,0.521,0.424,0.63,0.1,NA,0.307,0.179,0.424,0.207,NA,NA,0.172,0.099,0.249,0.218,NA,NA,221.1,208.6,233.6,0.029,NA,802395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,NA,0.529,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,0.011
15,Hawaii,65_74,0.173,0.065,0.307,0.362,NA,1,0.298,0.094,0.495,0.343,NA,1,0.529,0.37,0.697,0.157,NA,269.3,251.5,288.8,0.035,0.228,0.086,0.403,0.357,1,0.283,0.052,0.498,0.407,NA,1,0.489,0.327,0.649,0.168,NA,NA,263.5,245.8,282.3,0.036,NA,133675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,NA,0.646,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,0.008
16,Idaho,65_74,0.23,0.149,0.329,0.197,NA,NA,0.349,0.209,0.478,0.195,NA,NA,0.421,0.315,0.528,0.129,NA,255.9,235.5,277.4,0.041,0.293,0.201,0.399,0.173,NA,0.361,0.218,0.5,0.198,NA,NA,0.345,0.234,0.454,0.16,NA,NA,246.9,226.4,268.1,0.043,NA,146060,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,NA,0.648,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,0.063,NA,NA,NA,NA,0.007
