FIPS_code,State,grpName,Lit_P1,Lit_P1_CI_L,Lit_P1_CI_U,Lit_P1_CV,Lit_P1_CI_L_indicator,Lit_P1_CV_indicator,Lit_P2,Lit_P2_CI_L,Lit_P2_CI_U,Lit_P2_CV,Lit_P2_CI_L_indicator,Lit_P2_CV_indicator,Lit_P3,Lit_P3_CI_L,Lit_P3_CI_U,Lit_P3_CV,Lit_P3_CV_indicator,Lit_A,Lit_A_CI_L,Lit_A_CI_U,Lit_A_CV,Num_P1,Num_P1_CI_L,Num_P1_CI_U,Num_P1_CV,Num_P1_CV_indicator,Num_P2,Num_P2_CI_L,Num_P2_CI_U,Num_P2_CV,Num_P2_CI_L_indicator,Num_P2_CV_indicator,Num_P3,Num_P3_CI_L,Num_P3_CI_U,Num_P3_CV,Num_P3_CI_L_indicator,Num_P3_CV_indicator,Num_A,Num_A_CI_L,Num_A_CI_U,Num_A_CV,POP,POP_DOMAIN,Male,Female,White,Black,Hispanic,Asian,AIAN,NHPI,Other_race,Less_HS,HS,More_HS,Eng_not_well,FB_after2010,FB_1990_2009,FB_before1990,FB,Poverty_100,Poverty_150,SNAP,Employed,Unemployed,Not_in_labor,OCC_Manage,OCC_Service,OCC_Sales,OCC_Natural,OCC_Military,OCC_Prod,No_Insurance
20,Kansas,35_44,0.168,0.11,0.246,0.207,NA,NA,0.282,0.175,0.383,0.186,NA,NA,0.55,0.473,0.633,0.073,NA,273.1,258.9,287,0.026,0.242,0.177,0.312,0.142,NA,0.275,0.165,0.374,0.191,NA,NA,0.483,0.406,0.574,0.088,NA,NA,263.3,252.2,275.2,0.022,NA,348345,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,0.696,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,0.151
21,Kentucky,35_44,0.168,0.098,0.254,0.238,NA,NA,0.38,0.25,0.504,0.168,NA,NA,0.452,0.352,0.553,0.113,NA,262.4,249.8,274.3,0.024,0.283,0.21,0.364,0.139,NA,0.345,0.215,0.472,0.189,NA,NA,0.372,0.264,0.477,0.144,NA,NA,254.7,241.9,266.5,0.025,NA,557560,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,NA,0.6,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,0.118
22,Louisiana,35_44,0.234,0.148,0.325,0.188,NA,NA,0.339,0.211,0.463,0.193,NA,NA,0.427,0.334,0.528,0.115,NA,258,243.6,271.5,0.027,0.338,0.258,0.426,0.126,NA,0.33,0.202,0.448,0.19,NA,NA,0.333,0.245,0.433,0.145,NA,NA,245,231.9,257,0.026,NA,571860,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131,NA,0.559,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,0.153,NA,NA,NA,NA,0.195
23,Maine,35_44,0.09,0.034,0.154,0.335,NA,1,0.355,0.246,0.46,0.156,NA,NA,0.555,0.461,0.656,0.09,NA,284.3,270.9,298.2,0.025,0.203,0.131,0.288,0.198,NA,0.37,0.22,0.497,0.189,NA,NA,0.427,0.326,0.546,0.131,NA,NA,268.8,255.7,282,0.025,NA,154005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,0.665,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,0.132
24,Maryland,35_44,0.172,0.094,0.258,0.24,NA,NA,0.294,0.173,0.409,0.204,NA,NA,0.534,0.445,0.626,0.087,NA,276.2,262.7,290.9,0.026,0.273,0.174,0.382,0.195,NA,0.29,0.155,0.419,0.229,NA,NA,0.437,0.356,0.522,0.097,NA,NA,260.7,248.6,273.7,0.025,NA,768395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,NA,0.693,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,0.114
25,Massachusetts,35_44,0.163,0.094,0.248,0.243,NA,NA,0.283,0.162,0.394,0.212,NA,NA,0.554,0.463,0.645,0.083,NA,273.8,257.1,289.3,0.029,0.233,0.156,0.319,0.177,NA,0.28,0.158,0.392,0.212,NA,NA,0.487,0.402,0.583,0.094,NA,NA,264.2,251.3,278.3,0.025,NA,834955,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,NA,0.714,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0.153,NA,NA,NA,NA,0.041
26,Michigan,35_44,0.146,0.08,0.219,0.243,NA,NA,0.334,0.216,0.441,0.173,NA,NA,0.52,0.434,0.615,0.09,NA,274.2,262.4,286.1,0.022,0.246,0.177,0.323,0.152,NA,0.311,0.197,0.426,0.189,NA,NA,0.443,0.349,0.54,0.108,NA,NA,261,249.2,272.4,0.023,NA,1176765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,0.674,NA,NA,NA,NA,NA,0.135,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,0.107
27,Minnesota,35_44,0.111,0.056,0.177,0.274,NA,NA,0.273,0.161,0.372,0.199,NA,NA,0.616,0.53,0.707,0.074,NA,282.9,271.2,294.7,0.021,0.185,0.117,0.258,0.198,NA,0.274,0.162,0.381,0.202,NA,NA,0.542,0.457,0.631,0.081,NA,NA,271.2,260.2,282.1,0.02,NA,677600,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,0.747,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.131,NA,NA,NA,NA,0.075
28,Mississippi,35_44,0.208,0.117,0.308,0.232,NA,NA,0.361,0.211,0.505,0.208,NA,NA,0.431,0.318,0.554,0.139,NA,265.7,251.5,280.5,0.028,0.332,0.237,0.431,0.15,NA,0.296,0.135,0.446,0.266,NA,NA,0.372,0.255,0.505,0.169,NA,NA,252.4,237.6,266.9,0.03,NA,369660,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131,NA,0.585,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,0.204
29,Missouri,35_44,0.156,0.102,0.221,0.188,NA,NA,0.313,0.22,0.399,0.144,NA,NA,0.531,0.463,0.607,0.069,NA,275.2,264.5,286.1,0.02,0.246,0.192,0.303,0.115,NA,0.315,0.223,0.404,0.144,NA,NA,0.439,0.368,0.515,0.084,NA,NA,263.3,253.4,273.5,0.019,NA,730170,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,0.654,NA,NA,NA,NA,NA,0.117,NA,NA,NA,NA,NA,NA,0.143,NA,NA,NA,NA,0.15
30,Montana,35_44,0.105,0.045,0.184,0.33,NA,1,0.338,0.204,0.463,0.194,NA,NA,0.557,0.444,0.671,0.103,NA,282.1,266.4,298.1,0.029,0.185,0.108,0.268,0.22,NA,0.346,0.211,0.476,0.195,NA,NA,0.47,0.362,0.586,0.122,NA,NA,268.8,253.6,284.1,0.028,NA,118760,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,0.689,NA,NA,NA,NA,NA,0.113,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,0.165
31,Nebraska,35_44,0.179,0.111,0.28,0.24,NA,NA,0.292,0.164,0.403,0.208,NA,NA,0.53,0.438,0.612,0.083,NA,265.6,248,279.5,0.03,0.246,0.175,0.329,0.16,NA,0.286,0.179,0.387,0.189,NA,NA,0.468,0.391,0.554,0.087,NA,NA,260,247.9,272.1,0.024,NA,229310,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,NA,0.706,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,0.141
32,Nevada,35_44,0.355,0.203,0.504,0.216,NA,NA,0.253,0.017,0.483,0.462,NA,1,0.392,0.225,0.579,0.23,NA,252.9,233,272.5,0.04,0.367,0.186,0.573,0.27,NA,0.32,0.07,0.552,0.385,NA,1,0.313,0.173,0.465,0.241,NA,NA,237.1,217.5,256.7,0.043,NA,387705,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,NA,0.568,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA,0.205
33,New Hampshire,35_44,0.056,0.011,0.117,0.484,NA,1,0.304,0.178,0.425,0.206,NA,NA,0.639,0.529,0.754,0.09,NA,294.6,279.3,310,0.027,0.159,0.078,0.256,0.29,NA,0.317,0.174,0.453,0.224,NA,NA,0.524,0.419,0.64,0.107,NA,NA,280.3,265.3,296.1,0.028,NA,156530,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,0.717,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,0.124,NA,NA,NA,NA,0.103
34,New Jersey,35_44,0.182,0.116,0.273,0.22,NA,NA,0.298,0.18,0.399,0.187,NA,NA,0.521,0.442,0.599,0.077,NA,266.3,251.4,278.8,0.026,0.278,0.208,0.356,0.137,NA,0.316,0.218,0.412,0.156,NA,NA,0.406,0.341,0.478,0.084,NA,NA,254,242.2,264.3,0.022,NA,1165155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,0.673,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA,0.152
35,New Mexico,35_44,0.345,0.216,0.48,0.192,NA,NA,0.285,0.094,0.47,0.333,NA,1,0.37,0.239,0.516,0.189,NA,247.2,231.3,264.5,0.034,0.386,0.265,0.52,0.17,NA,0.281,0.084,0.452,0.339,NA,1,0.333,0.211,0.482,0.208,NA,NA,234.7,219.2,250.7,0.034,NA,244715,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153,NA,0.589,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,0.205
36,New York,35_44,0.262,0.191,0.337,0.142,NA,NA,0.277,0.166,0.386,0.202,NA,NA,0.461,0.377,0.548,0.094,NA,260.5,249.7,271.5,0.021,0.32,0.239,0.406,0.133,NA,0.282,0.167,0.39,0.203,NA,NA,0.398,0.325,0.477,0.097,NA,NA,249,239.2,258.7,0.02,NA,2485510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,0.652,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,0.122
37,North Carolina,35_44,0.196,0.138,0.257,0.157,NA,NA,0.318,0.223,0.409,0.148,NA,NA,0.486,0.416,0.561,0.075,NA,267.1,256.2,278.7,0.021,0.297,0.231,0.364,0.113,NA,0.292,0.196,0.384,0.162,NA,NA,0.411,0.344,0.484,0.086,NA,NA,252.9,243.3,263.1,0.02,NA,1302260,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0.663,NA,NA,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA,0.193
38,North Dakota,35_44,0.084,0.028,0.173,0.439,NA,1,0.331,0.204,0.448,0.184,NA,NA,0.584,0.485,0.681,0.085,NA,280.2,261.2,296.5,0.032,0.18,0.101,0.275,0.248,NA,0.339,0.207,0.461,0.192,NA,NA,0.481,0.389,0.582,0.102,NA,NA,269.7,254.3,284.2,0.028,NA,84410,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,0.739,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA,0.102
39,Ohio,35_44,0.134,0.071,0.198,0.239,NA,NA,0.345,0.24,0.445,0.149,NA,NA,0.522,0.442,0.606,0.08,NA,276.5,263.9,289.5,0.024,0.247,0.184,0.314,0.137,NA,0.326,0.215,0.427,0.168,NA,NA,0.428,0.347,0.527,0.106,NA,NA,264.4,253,277.1,0.023,NA,1397630,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,0.639,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,0.105
40,Oklahoma,35_44,0.189,0.12,0.265,0.191,NA,NA,0.319,0.207,0.428,0.175,NA,NA,0.492,0.407,0.585,0.093,NA,268.2,254.9,282.2,0.025,0.279,0.214,0.354,0.126,NA,0.317,0.204,0.42,0.173,NA,NA,0.404,0.32,0.497,0.113,NA,NA,255.3,242.8,267.6,0.024,NA,477005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,NA,0.592,NA,NA,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,0.222
41,Oregon,35_44,0.183,0.116,0.26,0.201,NA,NA,0.273,0.145,0.393,0.232,NA,NA,0.544,0.442,0.653,0.099,NA,271.2,257.7,285.5,0.025,0.232,0.159,0.315,0.172,NA,0.251,0.089,0.39,0.3,NA,1,0.518,0.406,0.655,0.12,NA,NA,262.1,249.5,275.1,0.025,NA,527675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,NA,0.694,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,0.157,NA,NA,NA,NA,0.13
42,Pennsylvania,35_44,0.155,0.1,0.234,0.219,NA,NA,0.334,0.233,0.426,0.148,NA,NA,0.51,0.439,0.585,0.074,NA,272,261.8,281.8,0.019,0.25,0.185,0.323,0.14,NA,0.358,0.258,0.451,0.136,NA,NA,0.392,0.325,0.468,0.094,NA,NA,260.2,250.9,269.6,0.018,NA,1501780,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.632,NA,NA,NA,NA,NA,0.112,NA,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA,0.103
44,Rhode Island,35_44,0.192,0.127,0.259,0.174,NA,NA,0.319,0.22,0.411,0.155,NA,NA,0.489,0.415,0.569,0.081,NA,269.8,257.7,281.6,0.022,0.291,0.218,0.376,0.14,NA,0.307,0.173,0.417,0.203,NA,NA,0.402,0.32,0.499,0.112,NA,NA,255.5,243.9,266.8,0.023,NA,124510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,0.648,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,0.158,NA,NA,NA,NA,0.1
45,South Carolina,35_44,0.195,0.113,0.267,0.196,NA,NA,0.325,0.212,0.431,0.17,NA,NA,0.48,0.405,0.577,0.088,NA,270,256.8,286,0.028,0.301,0.234,0.369,0.113,NA,0.313,0.207,0.414,0.165,NA,NA,0.385,0.308,0.473,0.107,NA,NA,253.9,242.4,266.2,0.023,NA,598755,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,NA,0.622,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,0.193
46,South Dakota,35_44,0.105,0.051,0.173,0.293,NA,NA,0.323,0.216,0.43,0.167,NA,NA,0.572,0.477,0.666,0.083,NA,278.8,263.7,292.4,0.026,0.201,0.14,0.275,0.169,NA,0.33,0.214,0.438,0.174,NA,NA,0.469,0.377,0.569,0.104,NA,NA,267.8,254.2,280.9,0.025,NA,98080,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,NA,0.689,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,0.138
47,Tennessee,35_44,0.177,0.114,0.251,0.198,NA,NA,0.364,0.257,0.462,0.144,NA,NA,0.46,0.379,0.541,0.089,NA,265.5,253.5,277.2,0.023,0.287,0.217,0.36,0.128,NA,0.357,0.247,0.461,0.152,NA,NA,0.356,0.279,0.442,0.116,NA,NA,254.1,243.4,264.6,0.021,NA,838665,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,NA,0.591,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,0.167
48,Texas,35_44,0.299,0.225,0.377,0.132,NA,NA,0.276,0.166,0.385,0.204,NA,NA,0.424,0.344,0.506,0.098,NA,252.1,240.8,262.9,0.023,0.369,0.289,0.459,0.115,NA,0.279,0.173,0.381,0.19,NA,NA,0.353,0.285,0.422,0.1,NA,NA,240,229.2,250.3,0.023,NA,3705120,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,NA,0.598,NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA,0.261
49,Utah,35_44,0.103,0.049,0.173,0.303,NA,1,0.285,0.16,0.399,0.214,NA,NA,0.612,0.507,0.72,0.089,NA,283.3,267.8,298.9,0.028,0.203,0.128,0.292,0.204,NA,0.27,0.135,0.396,0.246,NA,NA,0.527,0.424,0.64,0.104,NA,NA,272.3,258.2,286.5,0.026,NA,398090,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,0.703,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,0.116,NA,NA,NA,NA,0.148
50,Vermont,35_44,0.091,0.043,0.146,0.28,NA,NA,0.333,0.237,0.422,0.141,NA,NA,0.576,0.496,0.664,0.075,NA,284.9,272.6,297,0.022,0.198,0.132,0.277,0.184,NA,0.336,0.195,0.445,0.187,NA,NA,0.466,0.381,0.571,0.105,NA,NA,270.8,259.4,282.4,0.022,NA,70960,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,0.691,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA,0.07
51,Virginia,35_44,0.154,0.095,0.218,0.202,NA,NA,0.304,0.211,0.393,0.153,NA,NA,0.542,0.473,0.614,0.067,NA,276.7,265.7,288.5,0.021,0.245,0.179,0.319,0.145,NA,0.298,0.2,0.391,0.162,NA,NA,0.457,0.389,0.528,0.077,NA,NA,263.8,253.5,274.2,0.02,NA,1096765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,NA,0.702,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA,0.144
53,Washington,35_44,0.146,0.088,0.222,0.229,NA,NA,0.262,0.146,0.369,0.214,NA,NA,0.591,0.501,0.69,0.081,NA,278.5,263,294.8,0.029,0.217,0.153,0.293,0.16,NA,0.264,0.148,0.373,0.214,NA,NA,0.519,0.428,0.619,0.092,NA,NA,267.4,254.9,282,0.025,NA,937825,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,NA,0.707,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA,0.125
54,West Virginia,35_44,0.131,0.035,0.239,0.395,NA,1,0.391,0.215,0.554,0.22,NA,NA,0.478,0.345,0.627,0.145,NA,282.7,266.2,300.5,0.032,0.266,0.163,0.375,0.203,NA,0.37,0.178,0.544,0.253,NA,NA,0.363,0.223,0.531,0.217,NA,NA,267.3,251.4,284.7,0.031,NA,225425,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,NA,0.531,NA,NA,NA,NA,NA,0.165,NA,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,0.124
55,Wisconsin,35_44,0.1,0.04,0.157,0.297,NA,NA,0.333,0.23,0.431,0.154,NA,NA,0.567,0.49,0.661,0.076,NA,285,272.7,299.5,0.024,0.215,0.148,0.289,0.166,NA,0.313,0.196,0.42,0.174,NA,NA,0.471,0.39,0.562,0.092,NA,NA,267.7,256.3,279.7,0.022,NA,692455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,0.68,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,0.092
56,Wyoming,35_44,0.101,0.048,0.163,0.292,NA,NA,0.327,0.216,0.432,0.168,NA,NA,0.573,0.478,0.674,0.088,NA,282.9,269.9,295.4,0.023,0.201,0.126,0.29,0.216,NA,0.354,0.204,0.478,0.197,NA,NA,0.445,0.352,0.558,0.117,NA,NA,267.9,256,279.8,0.023,NA,71090,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,0.674,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,0.155,NA,NA,NA,NA,0.17
1,Alabama,45_54,0.236,0.145,0.316,0.178,NA,NA,0.312,0.184,0.436,0.2,NA,NA,0.452,0.368,0.555,0.105,NA,266.1,253.9,280.7,0.026,0.37,0.282,0.459,0.121,NA,0.278,0.155,0.403,0.227,NA,NA,0.352,0.261,0.451,0.137,NA,NA,245.3,233.5,257.5,0.024,NA,648385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,NA,0.559,NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,0.134
2,Alaska,45_54,0.189,0.116,0.279,0.219,NA,NA,0.318,0.196,0.427,0.186,NA,NA,0.493,0.409,0.586,0.091,NA,266.4,253.1,279.7,0.025,0.258,0.173,0.353,0.178,NA,0.339,0.206,0.452,0.185,NA,NA,0.403,0.323,0.509,0.116,NA,NA,257.7,246.1,270.3,0.024,NA,96075,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,NA,0.647,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,0.136,NA,NA,NA,NA,0.181
4,Arizona,45_54,0.276,0.189,0.364,0.158,NA,NA,0.277,0.15,0.403,0.233,NA,NA,0.447,0.352,0.542,0.111,NA,259.4,246.5,273.4,0.026,0.385,0.295,0.483,0.124,NA,0.26,0.13,0.379,0.243,NA,NA,0.355,0.269,0.45,0.129,NA,NA,241.1,228.8,253.4,0.026,NA,840910,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,NA,0.615,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,0.144,NA,NA,NA,NA,0.15
5,Arkansas,45_54,0.258,0.179,0.358,0.176,NA,NA,0.345,0.218,0.462,0.181,NA,NA,0.397,0.311,0.486,0.112,NA,254.2,241.1,267,0.025,0.386,0.298,0.487,0.123,NA,0.296,0.163,0.415,0.218,NA,NA,0.318,0.23,0.415,0.148,NA,NA,237.2,224.7,249.3,0.026,NA,381090,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,NA,0.505,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,0.117,NA,NA,NA,NA,0.132
6,California,45_54,0.342,0.267,0.421,0.114,NA,NA,0.223,0.11,0.336,0.256,NA,NA,0.435,0.351,0.522,0.1,NA,250.5,239,262.3,0.024,0.392,0.304,0.48,0.113,NA,0.229,0.12,0.338,0.239,NA,NA,0.379,0.315,0.449,0.09,NA,NA,236.9,226.6,247.1,0.022,NA,5202335,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192,NA,0.601,NA,NA,NA,NA,NA,0.112,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,0.13
8,Colorado,45_54,0.2,0.123,0.279,0.196,NA,NA,0.276,0.161,0.391,0.213,NA,NA,0.524,0.434,0.613,0.087,NA,273.8,261.8,287,0.023,0.295,0.203,0.407,0.175,NA,0.284,0.152,0.41,0.227,NA,NA,0.421,0.34,0.506,0.1,NA,NA,255.8,244.3,267.6,0.023,NA,716635,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,NA,0.698,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,0.108
9,Connecticut,45_54,0.215,0.134,0.288,0.184,NA,NA,0.302,0.193,0.409,0.182,NA,NA,0.484,0.407,0.571,0.085,NA,267.1,255.8,279.6,0.023,0.291,0.2,0.381,0.159,NA,0.315,0.198,0.425,0.187,NA,NA,0.395,0.322,0.479,0.101,NA,NA,255.4,244.3,267.2,0.023,NA,535610,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,0.648,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,0.072
10,Delaware,45_54,0.222,0.149,0.31,0.182,NA,NA,0.324,0.201,0.435,0.18,NA,NA,0.455,0.37,0.541,0.096,NA,262.6,248.5,275.9,0.026,0.313,0.23,0.411,0.147,NA,0.339,0.217,0.455,0.178,NA,NA,0.348,0.265,0.436,0.124,NA,NA,249.6,236.6,262,0.026,NA,128390,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,0.585,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.136,NA,NA,NA,NA,0.077
11,District of Columbia,45_54,0.318,0.16,0.498,0.271,NA,NA,0.284,0.05,0.504,0.407,NA,1,0.398,0.242,0.558,0.201,NA,266.5,245.4,289.3,0.042,0.528,0.33,0.746,0.204,NA,0.182,0,0.422,0.69,2,2,0.289,0.156,0.445,0.253,NA,NA,238.9,217.5,261.1,0.046,NA,76580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0.672,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,0.156,NA,NA,NA,NA,0.063
12,Florida,45_54,0.251,0.19,0.322,0.133,NA,NA,0.333,0.231,0.43,0.151,NA,NA,0.416,0.339,0.492,0.093,NA,259.2,249,269.6,0.021,0.384,0.311,0.466,0.103,NA,0.327,0.228,0.426,0.155,NA,NA,0.288,0.223,0.356,0.117,NA,NA,239.1,229.1,249.1,0.021,NA,2752895,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,NA,0.591,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,0.158,NA,NA,NA,NA,0.199
13,Georgia,45_54,0.236,0.179,0.301,0.131,NA,NA,0.316,0.225,0.406,0.146,NA,NA,0.448,0.372,0.518,0.082,NA,263.5,253.8,273.2,0.019,0.361,0.294,0.436,0.099,NA,0.3,0.203,0.396,0.164,NA,NA,0.34,0.267,0.411,0.107,NA,NA,245.8,235.5,255.2,0.02,NA,1407040,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,NA,0.601,NA,NA,NA,NA,NA,0.116,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,0.167
15,Hawaii,45_54,0.219,0.124,0.335,0.245,NA,NA,0.354,0.192,0.501,0.221,NA,NA,0.427,0.314,0.548,0.138,NA,259.5,243.5,276.4,0.032,0.311,0.192,0.454,0.22,NA,0.342,0.168,0.502,0.248,NA,NA,0.347,0.243,0.46,0.16,NA,NA,248,232.6,263.9,0.032,NA,179765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,0.649,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.056
16,Idaho,45_54,0.193,0.139,0.255,0.153,NA,NA,0.316,0.215,0.408,0.153,NA,NA,0.491,0.416,0.57,0.079,NA,268.6,258.7,278,0.018,0.281,0.218,0.355,0.124,NA,0.308,0.185,0.412,0.183,NA,NA,0.411,0.331,0.503,0.106,NA,NA,254.9,245.1,264.9,0.02,NA,198910,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,NA,0.623,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,0.159
17,Illinois,45_54,0.235,0.18,0.297,0.127,NA,NA,0.281,0.192,0.365,0.153,NA,NA,0.484,0.42,0.552,0.068,NA,265.9,256.1,275.3,0.018,0.328,0.265,0.406,0.107,NA,0.288,0.196,0.374,0.157,NA,NA,0.385,0.322,0.447,0.082,NA,NA,249.3,239.7,258.3,0.018,NA,1739015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,NA,0.639,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,0.105
